epoch,loss
0,0.68099
0,0.68099
1,0.618861
2,0.572774
3,0.537952
4,0.511054
5,0.489785
6,0.472568
7,0.458314
8,0.446257
9,0.435858
10,0.426726
11,0.418579
12,0.411205
13,0.404448
14,0.398191
15,0.392341
16,0.386831
17,0.381604
18,0.376618
19,0.37184
20,0.367243
21,0.362805
22,0.358508
23,0.354338
24,0.350284
25,0.346335
26,0.342484
27,0.338723
28,0.335048
29,0.331452
30,0.327931
31,0.324483
32,0.321103
33,0.317789
34,0.314539
35,0.311349
36,0.308218
37,0.305145
38,0.302126
39,0.299161
40,0.296248
41,0.293386
42,0.290573
43,0.287808
44,0.28509
45,0.282417
46,0.27979
47,0.277205
48,0.274664
49,0.272164
50,0.269704
51,0.267284
52,0.264904
53,0.262561
54,0.260255
55,0.257985
56,0.255751
57,0.253552
58,0.251387
59,0.249255
60,0.247156
61,0.245089
62,0.243052
63,0.241047
64,0.239071
65,0.237125
66,0.235207
67,0.233318
68,0.231456
69,0.229621
70,0.227813
71,0.22603
72,0.224273
73,0.22254
74,0.220832
75,0.219148
76,0.217488
77,0.21585
78,0.214235
79,0.212642
80,0.21107
81,0.20952
82,0.207991
83,0.206482
84,0.204993
85,0.203524
86,0.202074
87,0.200643
88,0.19923
89,0.197836
90,0.19646
91,0.195101
92,0.19376
93,0.192435
94,0.191127
95,0.189836
96,0.18856
97,0.1873
98,0.186056
99,0.184827
100,0.183613
101,0.182413
102,0.181228
103,0.180057
104,0.1789
105,0.177757
106,0.176627
107,0.17551
108,0.174407
109,0.173316
110,0.172237
111,0.171172
112,0.170118
113,0.169076
114,0.168046
115,0.167028
116,0.166021
117,0.165025
118,0.16404
119,0.163066
120,0.162103
121,0.16115
122,0.160208
123,0.159275
124,0.158353
125,0.157441
126,0.156538
127,0.155645
128,0.154761
129,0.153887
130,0.153022
131,0.152166
132,0.151318
133,0.15048
134,0.14965
135,0.148828
136,0.148015
137,0.14721
138,0.146413
139,0.145624
140,0.144843
141,0.14407
142,0.143304
143,0.142546
144,0.141796
145,0.141052
146,0.140316
147,0.139587
148,0.138866
149,0.138151
150,0.137443
151,0.136741
152,0.136046
153,0.135358
154,0.134676
155,0.134001
156,0.133332
157,0.132669
158,0.132013
159,0.131362
160,0.130717
161,0.130078
162,0.129445
163,0.128818
164,0.128196
165,0.12758
166,0.12697
167,0.126365
168,0.125765
169,0.125171
170,0.124581
171,0.123997
172,0.123418
173,0.122845
174,0.122276
175,0.121712
176,0.121152
177,0.120598
178,0.120049
179,0.119504
180,0.118963
181,0.118427
182,0.117896
183,0.117369
184,0.116847
185,0.116329
186,0.115815
187,0.115305
188,0.1148
189,0.114299
190,0.113802
191,0.113309
192,0.112819
193,0.112334
194,0.111853
195,0.111376
196,0.110902
197,0.110432
198,0.109966
199,0.109504
200,0.109045
200,0.109045
201,0.10859
202,0.108138
203,0.10769
204,0.107245
205,0.106804
206,0.106366
207,0.105932
208,0.105501
209,0.105073
210,0.104649
211,0.104227
212,0.103809
213,0.103394
214,0.102982
215,0.102573
216,0.102168
217,0.101765
218,0.101365
219,0.100968
220,0.100574
221,0.100183
222,0.099795
223,0.09941
224,0.099027
225,0.098648
226,0.098271
227,0.097896
228,0.097525
229,0.097156
230,0.096789
231,0.096425
232,0.096064
233,0.095706
234,0.095349
235,0.094996
236,0.094645
237,0.094296
238,0.09395
239,0.093606
240,0.093264
241,0.092925
242,0.092588
243,0.092254
244,0.091921
245,0.091591
246,0.091264
247,0.090938
248,0.090615
249,0.090293
250,0.089974
251,0.089657
252,0.089342
253,0.08903
254,0.088719
255,0.08841
256,0.088104
257,0.087799
258,0.087497
259,0.087196
260,0.086897
261,0.0866
262,0.086306
263,0.086013
264,0.085722
265,0.085432
266,0.085145
267,0.08486
268,0.084576
269,0.084294
270,0.084014
271,0.083735
272,0.083459
273,0.083184
274,0.082911
275,0.082639
276,0.082369
277,0.082101
278,0.081835
279,0.08157
280,0.081307
281,0.081045
282,0.080785
283,0.080526
284,0.08027
285,0.080014
286,0.07976
287,0.079508
288,0.079257
289,0.079008
290,0.07876
291,0.078514
292,0.078269
293,0.078026
294,0.077784
295,0.077544
296,0.077304
297,0.077067
298,0.07683
299,0.076595
300,0.076362
301,0.07613
302,0.075899
303,0.075669
304,0.075441
305,0.075214
306,0.074988
307,0.074764
308,0.074541
309,0.074319
310,0.074099
311,0.073879
312,0.073661
313,0.073444
314,0.073229
315,0.073014
316,0.072801
317,0.072589
318,0.072378
319,0.072169
320,0.07196
321,0.071753
322,0.071546
323,0.071341
324,0.071137
325,0.070934
326,0.070732
327,0.070532
328,0.070332
329,0.070134
330,0.069936
331,0.06974
332,0.069544
333,0.06935
334,0.069157
335,0.068964
336,0.068773
337,0.068583
338,0.068394
339,0.068205
340,0.068018
341,0.067832
342,0.067647
343,0.067462
344,0.067279
345,0.067097
346,0.066915
347,0.066735
348,0.066555
349,0.066376
350,0.066199
351,0.066022
352,0.065846
353,0.065671
354,0.065496
355,0.065323
356,0.065151
357,0.064979
358,0.064809
359,0.064639
360,0.06447
361,0.064302
362,0.064134
363,0.063968
364,0.063802
365,0.063637
366,0.063473
367,0.06331
368,0.063148
369,0.062986
370,0.062826
371,0.062666
372,0.062506
373,0.062348
374,0.06219
375,0.062033
376,0.061877
377,0.061722
378,0.061567
379,0.061413
380,0.06126
381,0.061107
382,0.060956
383,0.060805
384,0.060654
385,0.060505
386,0.060356
387,0.060208
388,0.06006
389,0.059913
390,0.059767
391,0.059622
392,0.059477
393,0.059333
394,0.05919
395,0.059047
396,0.058905
397,0.058764
398,0.058623
399,0.058483
400,0.058343
400,0.058343
401,0.058204
402,0.058066
403,0.057929
404,0.057792
405,0.057655
406,0.05752
407,0.057385
408,0.05725
409,0.057116
410,0.056983
411,0.05685
412,0.056718
413,0.056587
414,0.056456
415,0.056325
416,0.056196
417,0.056067
418,0.055938
419,0.05581
420,0.055682
421,0.055555
422,0.055429
423,0.055303
424,0.055178
425,0.055053
426,0.054929
427,0.054806
428,0.054682
429,0.05456
430,0.054438
431,0.054316
432,0.054195
433,0.054075
434,0.053955
435,0.053835
436,0.053716
437,0.053598
438,0.05348
439,0.053363
440,0.053246
441,0.053129
442,0.053013
443,0.052898
444,0.052783
445,0.052668
446,0.052554
447,0.052441
448,0.052328
449,0.052215
450,0.052103
451,0.051991
452,0.05188
453,0.051769
454,0.051659
455,0.051549
456,0.05144
457,0.051331
458,0.051222
459,0.051114
460,0.051007
461,0.050899
462,0.050793
463,0.050686
464,0.05058
465,0.050475
466,0.05037
467,0.050265
468,0.050161
469,0.050057
470,0.049954
471,0.049851
472,0.049748
473,0.049646
474,0.049545
475,0.049443
476,0.049342
477,0.049242
478,0.049142
479,0.049042
480,0.048943
481,0.048844
482,0.048745
483,0.048647
484,0.048549
485,0.048452
486,0.048354
487,0.048258
488,0.048161
489,0.048065
490,0.04797
491,0.047875
492,0.04778
493,0.047685
494,0.047591
495,0.047498
496,0.047404
497,0.047311
498,0.047218
499,0.047126
500,0.047034
501,0.046942
502,0.046851
503,0.04676
504,0.046669
505,0.046579
506,0.046489
507,0.0464
508,0.04631
509,0.046221
510,0.046133
511,0.046045
512,0.045957
513,0.045869
514,0.045782
515,0.045695
516,0.045608
517,0.045522
518,0.045436
519,0.04535
520,0.045264
521,0.045179
522,0.045095
523,0.04501
524,0.044926
525,0.044842
526,0.044759
527,0.044675
528,0.044592
529,0.04451
530,0.044427
531,0.044345
532,0.044263
533,0.044182
534,0.044101
535,0.04402
536,0.043939
537,0.043859
538,0.043779
539,0.043699
540,0.04362
541,0.04354
542,0.043461
543,0.043383
544,0.043304
545,0.043226
546,0.043148
547,0.043071
548,0.042994
549,0.042917
550,0.04284
551,0.042763
552,0.042687
553,0.042611
554,0.042535
555,0.04246
556,0.042385
557,0.04231
558,0.042235
559,0.042161
560,0.042087
561,0.042013
562,0.041939
563,0.041866
564,0.041793
565,0.04172
566,0.041647
567,0.041575
568,0.041502
569,0.041431
570,0.041359
571,0.041287
572,0.041216
573,0.041145
574,0.041075
575,0.041004
576,0.040934
577,0.040864
578,0.040794
579,0.040724
580,0.040655
581,0.040586
582,0.040517
583,0.040448
584,0.04038
585,0.040312
586,0.040244
587,0.040176
588,0.040109
589,0.040041
590,0.039974
591,0.039907
592,0.039841
593,0.039774
594,0.039708
595,0.039642
596,0.039576
597,0.039511
598,0.039445
599,0.03938
600,0.039315
600,0.039315
601,0.03925
602,0.039186
603,0.039122
604,0.039057
605,0.038994
606,0.03893
607,0.038866
608,0.038803
609,0.03874
610,0.038677
611,0.038614
612,0.038552
613,0.038489
614,0.038427
615,0.038365
616,0.038304
617,0.038242
618,0.038181
619,0.03812
620,0.038059
621,0.037998
622,0.037937
623,0.037877
624,0.037817
625,0.037757
626,0.037697
627,0.037637
628,0.037578
629,0.037518
630,0.037459
631,0.0374
632,0.037341
633,0.037283
634,0.037225
635,0.037166
636,0.037108
637,0.03705
638,0.036993
639,0.036935
640,0.036878
641,0.036821
642,0.036764
643,0.036707
644,0.03665
645,0.036594
646,0.036537
647,0.036481
648,0.036425
649,0.03637
650,0.036314
651,0.036258
652,0.036203
653,0.036148
654,0.036093
655,0.036038
656,0.035983
657,0.035929
658,0.035875
659,0.03582
660,0.035766
661,0.035713
662,0.035659
663,0.035605
664,0.035552
665,0.035499
666,0.035446
667,0.035393
668,0.03534
669,0.035287
670,0.035235
671,0.035183
672,0.03513
673,0.035078
674,0.035027
675,0.034975
676,0.034923
677,0.034872
678,0.034821
679,0.03477
680,0.034719
681,0.034668
682,0.034617
683,0.034566
684,0.034516
685,0.034466
686,0.034416
687,0.034366
688,0.034316
689,0.034266
690,0.034217
691,0.034167
692,0.034118
693,0.034069
694,0.03402
695,0.033971
696,0.033922
697,0.033874
698,0.033825
699,0.033777
700,0.033729
701,0.033681
702,0.033633
703,0.033585
704,0.033538
705,0.03349
706,0.033443
707,0.033395
708,0.033348
709,0.033301
710,0.033254
711,0.033208
712,0.033161
713,0.033115
714,0.033068
715,0.033022
716,0.032976
717,0.03293
718,0.032884
719,0.032838
720,0.032793
721,0.032747
722,0.032702
723,0.032657
724,0.032612
725,0.032567
726,0.032522
727,0.032477
728,0.032432
729,0.032388
730,0.032344
731,0.032299
732,0.032255
733,0.032211
734,0.032167
735,0.032123
736,0.03208
737,0.032036
738,0.031993
739,0.031949
740,0.031906
741,0.031863
742,0.03182
743,0.031777
744,0.031735
745,0.031692
746,0.031649
747,0.031607
748,0.031565
749,0.031522
750,0.03148
751,0.031438
752,0.031396
753,0.031355
754,0.031313
755,0.031271
756,0.03123
757,0.031189
758,0.031147
759,0.031106
760,0.031065
761,0.031024
762,0.030984
763,0.030943
764,0.030902
765,0.030862
766,0.030821
767,0.030781
768,0.030741
769,0.030701
770,0.030661
771,0.030621
772,0.030581
773,0.030542
774,0.030502
775,0.030463
776,0.030423
777,0.030384
778,0.030345
779,0.030306
780,0.030267
781,0.030228
782,0.030189
783,0.03015
784,0.030112
785,0.030073
786,0.030035
787,0.029997
788,0.029958
789,0.02992
790,0.029882
791,0.029844
792,0.029806
793,0.029769
794,0.029731
795,0.029694
796,0.029656
797,0.029619
798,0.029581
799,0.029544
800,0.029507
800,0.029507
801,0.02947
802,0.029433
803,0.029396
804,0.02936
805,0.029323
806,0.029287
807,0.02925
808,0.029214
809,0.029177
810,0.029141
811,0.029105
812,0.029069
813,0.029033
814,0.028997
815,0.028962
816,0.028926
817,0.02889
818,0.028855
819,0.02882
820,0.028784
821,0.028749
822,0.028714
823,0.028679
824,0.028644
825,0.028609
826,0.028574
827,0.028539
828,0.028505
829,0.02847
830,0.028436
831,0.028401
832,0.028367
833,0.028333
834,0.028298
835,0.028264
836,0.02823
837,0.028196
838,0.028163
839,0.028129
840,0.028095
841,0.028061
842,0.028028
843,0.027994
844,0.027961
845,0.027928
846,0.027895
847,0.027861
848,0.027828
849,0.027795
850,0.027762
851,0.02773
852,0.027697
853,0.027664
854,0.027632
855,0.027599
856,0.027567
857,0.027534
858,0.027502
859,0.02747
860,0.027438
861,0.027405
862,0.027373
863,0.027342
864,0.02731
865,0.027278
866,0.027246
867,0.027214
868,0.027183
869,0.027151
870,0.02712
871,0.027089
872,0.027057
873,0.027026
874,0.026995
875,0.026964
876,0.026933
877,0.026902
878,0.026871
879,0.02684
880,0.02681
881,0.026779
882,0.026748
883,0.026718
884,0.026687
885,0.026657
886,0.026627
887,0.026596
888,0.026566
889,0.026536
890,0.026506
891,0.026476
892,0.026446
893,0.026416
894,0.026386
895,0.026357
896,0.026327
897,0.026297
898,0.026268
899,0.026239
900,0.026209
901,0.02618
902,0.026151
903,0.026121
904,0.026092
905,0.026063
906,0.026034
907,0.026005
908,0.025976
909,0.025947
910,0.025919
911,0.02589
912,0.025861
913,0.025833
914,0.025804
915,0.025776
916,0.025747
917,0.025719
918,0.025691
919,0.025663
920,0.025635
921,0.025606
922,0.025578
923,0.02555
924,0.025523
925,0.025495
926,0.025467
927,0.025439
928,0.025412
929,0.025384
930,0.025356
931,0.025329
932,0.025301
933,0.025274
934,0.025247
935,0.02522
936,0.025192
937,0.025165
938,0.025138
939,0.025111
940,0.025084
941,0.025057
942,0.02503
943,0.025004
944,0.024977
945,0.02495
946,0.024924
947,0.024897
948,0.02487
949,0.024844
950,0.024818
951,0.024791
952,0.024765
953,0.024739
954,0.024712
955,0.024686
956,0.02466
957,0.024634
958,0.024608
959,0.024582
960,0.024556
961,0.024531
962,0.024505
963,0.024479
964,0.024454
965,0.024428
966,0.024402
967,0.024377
968,0.024351
969,0.024326
970,0.024301
971,0.024275
972,0.02425
973,0.024225
974,0.0242
975,0.024175
976,0.02415
977,0.024125
978,0.0241
979,0.024075
980,0.02405
981,0.024025
982,0.024001
983,0.023976
984,0.023951
985,0.023927
986,0.023902
987,0.023878
988,0.023853
989,0.023829
990,0.023805
991,0.02378
992,0.023756
993,0.023732
994,0.023708
995,0.023684
996,0.02366
997,0.023636
998,0.023612
999,0.023588
1000,0.023564
1000,0.023564
1001,0.02354
1002,0.023516
1003,0.023493
1004,0.023469
1005,0.023446
1006,0.023422
